target_id	length	eff_length	est_counts	tpm
uc001xcl.1	55160	55011	0	0
uc001xcm.3	69722	69573	27.596	3.65825
uc001xcn.3	69722	69573	27.596	3.65825
uc010trf.3	69722	69573	27.596	3.65825
uc001xco.3	34064	33915	169.016	45.9626
uc021rtn.1	108612	108463	0	0
uc001xcr.3	117650	117501	0	0
uc001xcu.4	6570	6421	88.4826	127.093
uc001xcv.3	21192	21043	43.169	18.9205
uc010tri.2	21192	21043	43.169	18.9205
uc010trj.2	21192	21043	43.169	18.9205
uc001xcx.4	22196	22047	143.667	60.1
uc010aow.3	22196	22047	143.667	60.1
uc010trk.2	22196	22047	143.667	60.1
uc021rtq.1	75	75	0	0
uc001xdf.3	35521	35372	314.384	81.9725
uc021rtr.1	22602	22453	0	0
uc010apc.3	22005	21856	0	0
uc010trp.2	22005	21856	0	0
uc001xdj.2	27205	27056	432.286	147.359
uc001xdk.2	27205	27056	432.286	147.359
uc021rtt.1	27205	27056	432.286	147.359
uc010apf.1	7609	7460	47.5832	58.8279
uc001xdo.3	75230	75081	71.8495	8.82595
uc001xdp.3	75230	75081	71.8495	8.82595
uc001xdq.3	75230	75081	71.8495	8.82595
uc010apg.1	33920	33771	0	0
uc001xdr.1	12776	12627	15	10.9562
uc010trq.1	12776	12627	15	10.9562
uc001xdt.4	121447	121298	100.376	7.63209
uc001xdu.4	121447	121298	100.376	7.63209
uc010trr.2	121447	121298	100.376	7.63209
uc010trs.2	121447	121298	100.376	7.63209
uc001xdv.4	120840	120691	4.34165e-06	3.31778e-07
uc010trt.2	97533	97384	0	0
uc010tru.1	45658	45509	106.363	21.5555
uc010trv.2	14253	14104	0	0
uc001xdw.3	10282	10133	0	0
uc001xdx.3	10282	10133	0	0
uc010trw.2	9484	9335	0	0
uc001xdy.4	77501	77352	3.26972	0.389859
uc001xea.2	182743	182594	2.05284e-06	1.0369e-07
uc001xeb.1	141957	141808	0	0
uc031qou.1	107965	107816	200.687	17.1674
uc001xec.2	16241	16092	83.0466	47.597
uc001xef.4	20921	20772	126.474	56.1555
uc001xeg.4	20921	20772	126.474	56.1555
uc001xeh.4	20921	20772	126.474	56.1555
uc010try.2	20921	20772	126.474	56.1555
uc001xei.4	20795	20646	0	0
uc001xej.4	18170	18021	633.954	324.449
uc001xeo.3	2173	2024	0	0
uc001xep.1	143847	143698	0	0
uc001xer.4	42904	42755	590.145	127.303
uc001xeq.2	77223	77074	397.809	47.603
uc010apm.3	16486	16337	332.18	187.529
uc001xew.4	53336	53187	15.2137	2.63813
uc010apn.3	53336	53187	15.2137	2.63813
uc001xex.4	39307	39158	0	0
uc001xey.4	49840	49691	685.573	127.246
uc021rtx.1	20	20	0	0
uc001xfa.4	2588	2439	0	0
uc010apq.2	74275	74126	210.243	26.1589
uc001xfd.3	233940	233791	80.6165	3.18027
uc001xfe.3	233940	233791	80.6165	3.18027
uc001xfg.2	71872	71723	35.1688	4.52238
uc001xfh.2	102620	102471	82.7443	7.4474
uc001xfi.3	102620	102471	82.7443	7.4474
uc001xfj.1	71760	71611	0	0
uc001xfk.3	102508	102359	2.92502e-06	2.63554e-07
uc010trz.2	102487	102338	0	0
uc010tsa.2	363412	363263	2.70631	0.0687107
uc001xfn.3	229184	229035	1.24292	0.0500506
uc010tsb.2	73814	73665	3.5035	0.43864
uc001xfo.3	7619	7470	7.54854	9.31987
uc021rtz.1	84174	84025	3	0.329291
uc010tsc.1	31418	31269	0	0
uc031qow.1	38885	38736	0	0
uc001xfq.2	52859	52710	1404.82	245.807
uc001xfr.2	52859	52710	1404.82	245.807
uc001xfs.2	52859	52710	1404.82	245.807
uc021rua.1	50638	50489	85.1349	15.5517
uc021rub.1	178	29	121.632	38682.9
uc001xft.3	34072	33923	96	26.1003
uc010tsd.1	94190	94041	1.00017	0.0980898
uc001xfu.1	105887	105738	0	0
uc010tse.1	22370	22221	0	0
uc010apt.2	16829	16680	0	0
uc001xgb.2	89129	88980	0	0
uc021rue.1	142	142	0	0
uc021rug.1	20	20	0	0
uc001xgk.3	107936	107787	0	0
uc001xgl.3	373485	373336	70.9809	1.75351
uc001xgm.3	373485	373336	70.9809	1.75351
uc021ruh.1	228904	228755	2119.25	85.4434
uc010apw.1	22679	22530	26.9433	11.0295
uc010apx.1	26393	26244	0	0
uc010apy.3	150835	150686	502.8	30.7744
uc010apz.1	35476	35327	445.666	116.351
uc001xgn.3	86509	86360	567.845	60.6436
uc021rui.1	86509	86360	567.845	60.6436
uc001xgo.3	85109	84960	11.6585	1.2656
uc001xgp.3	4225	4076	175.774	397.729
uc010aqa.3	64378	64229	687.361	98.701
uc001xgq.3	58955	58806	0	0
uc001xgr.3	17126	16977	1002.82	544.792
uc001xgs.3	12309	12160	606.902	460.312
uc010tsi.2	12309	12160	606.902	460.312
uc001xgt.3	10496	10347	3.22203e-07	2.87199e-07
uc010aqe.2	52407	52258	0	0
uc001xhb.3	71967	71818	1779.38	228.508
uc010aqf.3	71967	71818	1779.38	228.508
uc001xhd.4	9005	8856	0	0
uc021ruk.1	1284	1135	0	0
uc001xhh.4	20967	20818	54.5308	24.1585
uc010aqg.3	20378	20229	7.24818e-07	3.30463e-07
uc001xhi.2	29117	28968	33.8188	10.7673
uc021rul.1	2142	1993	788.453	3648.68
uc021rum.1	2405	2256	3.36622	13.7617
uc001xhj.3	7332	7183	0	0
uc001xhk.4	2769	2620	1220	4294.64
uc001xhl.1	39477	39328	0	0
uc001xhm.1	3271	3122	6	17.725
uc001xhn.1	39868	39719	67.8649	15.7585
uc001xho.1	39868	39719	67.8649	15.7585
uc001xhp.2	16750	16601	2001.38	1111.89
uc010aqh.1	13701	13552	353.512	240.585
uc001xhq.1	6284	6135	583.378	877.007
uc001xhv.3	21006	20857	177.536	78.5057
uc001xhw.2	21006	20857	177.536	78.5057
uc021rup.1	21006	20857	177.536	78.5057
uc010tsj.2	30231	30082	30.63	9.39093
uc010tsk.2	30231	30082	30.63	9.39093
uc010tsl.2	148295	148146	138.22	8.60498
uc010tsm.2	148295	148146	138.22	8.60498
uc001xia.3	75867	75718	204.546	24.9149
uc001xib.3	2045	1896	23.3402	113.536
uc001xid.3	47073	46924	424.066	83.3502
uc010tso.2	47073	46924	424.066	83.3502
uc021ruu.1	82	82	0	0
uc021ruv.1	4394	4245	0	0
uc001xin.3	333530	333381	45.3027	1.25329
uc001xio.3	333530	333381	45.3027	1.25329
uc001xir.4	333530	333381	45.3027	1.25329
uc010tsp.2	333530	333381	45.3027	1.25329
uc001xip.3	331392	331243	94.1374	2.6211
uc001xiq.3	331392	331243	94.1374	2.6211
uc021rux.1	85	85	0	0
uc001xiu.3	12163	12014	0.666667	0.511787
uc001xiv.3	12163	12014	0.666667	0.511787
uc010tsq.1	12163	12014	0.666667	0.511787
uc001xiw.3	551609	551460	0	0
uc001xix.3	674401	674252	11.4176	0.156179
uc001xiy.3	674401	674252	11.4176	0.156179
uc010tss.2	674401	674252	11.4176	0.156179
uc010tst.2	674401	674252	11.4176	0.156179
uc010tsu.2	358563	358414	258.772	6.65887
uc001xiz.3	11161	11012	209.607	175.552
uc010tsv.2	11161	11012	209.607	175.552
uc001xja.2	39158	39009	1.39333	0.329425
uc010aqn.2	39158	39009	1.39333	0.329425
uc001xjb.2	38692	38543	0	0
uc001xjc.4	94767	94618	599.808	58.4664
uc001xjd.4	94767	94618	599.808	58.4664
uc021rva.1	105	105	0	0
uc001xjg.3	26200	26051	2238	792.325
uc001xjl.1	56248	56099	183.638	30.1908
uc010tsw.1	20506	20357	458.246	207.612
uc001xjm.1	5132	4983	0	0
uc001xjn.1	19071	18922	154.203	75.1613
uc010tsx.1	11005	10856	0	0
uc001xjo.1	8001	7852	0	0
uc001xjp.1	8013	7864	0	0
uc031qpe.1	3128	2979	31.1404	96.4099
uc001xjs.3	31858	31709	1214.36	353.21
uc001xjz.4	32566	32417	15	4.26762
uc001xjy.2	3105	2956	0	0
uc010aqq.3	67548	67399	0	0
uc001xkd.3	658315	658166	0.224502	0.00314595
uc010aqr.3	658315	658166	0.224502	0.00314595
uc001xke.3	678103	677954	97.5041	1.32645
uc001xkf.2	776243	776094	429.571	5.10491
uc001xkg.2	910440	910291	108.54	1.09971
uc031qpf.1	7782	7633	0	0
uc001xkt.3	52544	52395	111.697	19.6617
uc001xku.3	52544	52395	111.697	19.6617
uc001xkv.3	52544	52395	111.697	19.6617
uc001xkw.3	52544	52395	111.697	19.6617
uc001xky.3	52544	52395	111.697	19.6617
uc001xkx.3	52255	52106	188.92	33.4394
uc010aqt.3	52255	52106	188.92	33.4394
uc010tte.2	52255	52106	188.92	33.4394
uc001xla.2	91780	91631	2	0.201305
uc001xlb.2	94510	94361	0	0
uc010aqu.2	94510	94361	0	0
uc021rvg.1	64012	63863	1194.08	172.446
uc021rvh.1	64012	63863	1194.08	172.446
uc001xld.4	30809	30660	0	0
uc001xle.3	63723	63574	76.1324	11.0448
uc001xlf.4	63723	63574	76.1324	11.0448
uc001xlg.4	63723	63574	76.1324	11.0448
uc010aqx.3	63723	63574	76.1324	11.0448
uc021rvi.1	1855	1706	898.032	4854.9
uc001xli.2	18937	18788	0	0
uc010ttf.1	43745	43596	6.02492	1.2746
uc001xlk.3	103552	103403	1040.24	92.783
uc010aqz.3	103552	103403	1040.24	92.783
uc001xll.3	45104	44955	4.58519	0.940692
uc021rvj.1	3723	3574	1.19025	3.0715
uc001xln.1	3429	3280	593.107	1667.73
uc001xlo.3	4894	4745	844.044	1640.58
uc001xlp.3	4889	4740	391.459	761.686
uc001xls.2	152970	152821	15783.4	952.542
uc001xlt.2	152970	152821	15783.4	952.542
uc021rvp.1	197	48	0	0
uc001xmd.3	7749	7600	7.90738	9.59593
uc021rvq.1	2169	2020	46.8013	213.685
uc001xmi.2	33574	33425	8	2.20743
uc001xmn.4	105416	105267	2.83044e-08	2.47987e-09
uc001xmo.2	207978	207829	1867.26	82.864
uc010are.1	207978	207829	1867.26	82.864
uc010arf.1	102383	102234	560.893	50.6002
uc001xmp.2	13400	13251	1656.19	1152.73
uc001xmq.3	71	71	0	0
uc021rvt.1	271	122	0	0
uc001xmr.1	107902	107753	4.24439	0.36329
uc010ttl.2	1843	1694	0	0
uc001xms.3	210092	209943	6.91898	0.303954
uc001xmt.3	210092	209943	6.91898	0.303954
uc001xmu.3	153123	152974	109.77	6.6181
uc001xmv.3	151833	151684	1693.34	102.961
uc010ttm.2	141170	141021	0	0
uc021rvu.1	889	740	30	373.902
uc021rvv.1	634422	634273	0.000213722	3.1077e-06
uc001xna.4	634083	633934	0.00035364	5.145e-06
uc010ttn.2	634083	633934	0.00035364	5.145e-06
uc021rvw.1	629677	629528	0.252275	0.00369595
uc021rvx.1	629677	629528	0.252275	0.00369595
uc021rvy.1	629677	629528	0.252275	0.00369595
uc021rvz.1	629677	629528	0.252275	0.00369595
uc001xmx.4	633453	633304	0.000902257	1.31397e-05
uc001xmy.4	633453	633304	0.000902257	1.31397e-05
uc010tto.2	633453	633304	0.000902257	1.31397e-05
uc021rwa.1	633453	633304	0.000902257	1.31397e-05
uc021rwb.1	633453	633304	0.000902257	1.31397e-05
uc010arg.3	53091	52942	0	0
uc010ttp.1	128560	128411	0	0
uc021rwc.1	98061	97912	0	0
uc001xng.3	33318	33169	20.1421	5.60067
uc001xnh.3	33318	33169	20.1421	5.60067
uc001xni.3	33318	33169	20.1421	5.60067
uc001xnj.3	33318	33169	20.1421	5.60067
uc010ttr.2	33318	33169	20.1421	5.60067
uc010tts.2	33318	33169	20.1421	5.60067
uc010ttt.2	33318	33169	20.1421	5.60067
uc001xnk.3	20144	19995	154.469	71.2505
uc021rwd.1	72	72	0	0
uc001xnn.4	42664	42515	0	0
uc001xno.3	62856	62707	676.608	99.5151
uc010ttu.2	62856	62707	676.608	99.5151
uc001xnp.3	49742	49593	510.175	94.8782
uc001xnq.4	37770	37621	0	0
uc001xnr.3	87257	87108	211.501	22.3935
uc001xnv.3	87257	87108	211.501	22.3935
uc010ark.3	86875	86726	0	0
uc001xnt.1	69278	69129	0	0
uc001xnu.3	75725	75576	1900.29	231.902
uc001xnw.4	37143	36994	17.4582	4.35248
uc010arl.3	37143	36994	17.4582	4.35248
uc010ttw.2	37143	36994	17.4582	4.35248
uc010ttx.2	35024	34875	363.033	96.0063
uc010tty.2	35024	34875	363.033	96.0063
uc010arm.3	13931	13782	272.907	182.629
uc010arn.3	12242	12093	51.6523	39.3934
uc001xoi.1	16908	16759	0	0
uc001xok.1	2462	2313	801.815	3197.17
uc001xol.1	6571	6422	265.188	380.847
uc010tuc.3	38435	38286	48.2888	11.6325
uc001xom.4	8039	7890	275.163	321.648
uc001xon.5	6600	6451	1340.17	1916.02
uc001xoo.3	4061	3912	4	9.43037
uc001xop.3	3045	2896	1	3.1847
uc001xoq.4	58854	58705	35.3583	5.555
uc010aru.3	58854	58705	35.3583	5.555
uc010arv.3	58854	58705	35.3583	5.555
uc021rwi.1	73	73	0	0
uc001xow.3	33635	33486	174.16	47.9681
uc010tue.2	33622	33473	251.075	69.1793
uc001xox.3	33548	33399	1.58532	0.437775
uc001xoy.2	80318	80169	216.52	24.9092
uc010ary.2	18469	18320	249.153	125.432
uc010tuf.2	36908	36759	0	0
uc001xoz.2	45674	45525	0.000139878	2.83379e-05
uc001xpa.2	45674	45525	0.000139878	2.83379e-05
uc001xpb.2	45674	45525	0.000139878	2.83379e-05
uc010arz.2	45674	45525	0.000139878	2.83379e-05
uc010tug.2	45674	45525	0.000139878	2.83379e-05
uc010tuh.2	45674	45525	0.000139878	2.83379e-05
uc010tui.2	45674	45525	0.000139878	2.83379e-05
uc010tuj.2	34203	34054	686.984	186.057
uc001xpe.3	13132	12983	31.044	22.0532
uc010tuk.2	13177	13028	78.1999	55.36
uc010tul.2	8827	8678	0	0
uc010tum.2	8827	8678	0	0
uc010tun.2	9230	9081	0	0
uc001xph.3	12859	12710	483.201	350.631
uc010tup.2	46738	46589	9.77002	1.9341
uc001xpm.1	51067	50918	136.108	24.6536
uc001xpp.2	115462	115313	107.422	8.59175
uc010asb.2	115455	115306	113.744	9.09794
uc001xpq.3	23267	23118	0	0
uc001xpw.4	11546	11397	1.20769	0.977313
uc021rwl.1	2109	1960	0.792307	3.72825
uc001xpz.3	1849	1700	79.5	431.306
uc031qph.1	1849	1700	79.5	431.306
uc021rwn.1	95	95	0	0
uc001xqe.1	1797	1648	0	0
uc001xqf.1	22397	22248	0	0
uc001xqh.3	23541	23392	347.851	137.149
uc001xqi.3	23649	23500	4.53853	1.78121
uc001xqj.4	73945	73796	1807.11	225.85
uc001xql.4	55977	55828	751.315	124.119
uc001xqm.1	12732	12583	30.5298	22.3773
uc001xqo.1	3327	3178	0	0
uc010tuu.2	10001	9852	0	0
uc001xqu.2	19343	19194	0	0
uc001xqs.3	21857	21708	1018.94	432.908
uc001xqt.2	21857	21708	1018.94	432.908
uc001xqv.2	21857	21708	1018.94	432.908
uc010tuw.1	21857	21708	1018.94	432.908
uc001xrc.2	6683	6534	1480	2089.06
uc001xrh.3	8501	8352	10.5	11.5949
uc001xri.3	8501	8352	10.5	11.5949
uc001xrn.3	3457	3308	122	340.143
uc010tva.2	3457	3308	122	340.143
uc010asi.3	2592	2443	0	0
uc001xrp.3	2005	1856	0	0
uc010asj.3	44896	44747	165.394	34.0896
uc010tvb.2	44485	44336	39.5442	8.2261
uc010tvc.2	44345	44196	777.966	162.347
uc001xrq.3	40568	40419	291.096	66.423
uc001xrr.3	24551	24402	0	0
uc001xrs.2	69573	69424	989	131.388
uc010tvd.1	42708	42559	0	0
uc001xrv.3	23790	23641	95.142	37.1171
uc001xrw.2	49192	49043	86.8429	16.3315
uc010ask.2	226100	225951	1.08252e-07	4.41864e-09
uc001xrx.3	293875	293726	0	0
uc001xry.1	84343	84194	487.841	53.4398
uc001xrz.3	142213	142064	15.3902	0.999147
uc001xsa.3	171936	171787	366.467	19.6749
uc001xse.3	73539	73390	0	0
uc001xsf.2	96688	96539	0	0
uc010asl.1	96688	96539	0	0
uc001xsg.2	97997	97848	53.2223	5.0166
uc010asm.1	97997	97848	53.2223	5.0166
uc010tve.3	98321	98172	240.278	22.5732
uc031qpj.1	98321	98172	240.278	22.5732
uc001xsh.3	50876	50727	157.471	28.6305
uc001xsi.3	50876	50727	157.471	28.6305
uc001xsj.1	24769	24620	20.3174	7.61112
uc001xsk.1	23045	22896	178.329	71.8341
uc001xsl.3	48438	48289	190.933	36.4671
uc001xsm.3	3106	2957	82.9494	258.72
uc001xsn.1	2557	2408	63.5286	243.322
uc001xso.3	130491	130342	0	0
uc001xsr.3	130491	130342	0	0
uc001xsq.1	90969	90820	2.00194	0.2033
uc001xss.3	11746	11597	0	0
uc001xst.2	21129	20980	4.88327	2.14671
uc001xsx.2	43921	43772	0	0
uc010asn.1	43921	43772	0	0
uc010aso.1	18089	17940	0	0
uc010tvg.1	27027	26878	0	0
uc001xsw.2	43919	43770	0	0
uc010tvh.1	26273	26124	1	0.353043
uc001xtc.1	19052	18903	284.413	138.767
uc001xtd.3	19053	18904	270.587	132.014
uc001xtf.2	77737	77588	2.5	0.297176
uc010asq.1	77737	77588	2.5	0.297176
uc021rws.1	73	73	0	0
uc001xtj.3	10711	10562	207.098	180.841
uc001xtk.3	10711	10562	207.098	180.841
uc010ass.3	10711	10562	207.098	180.841
uc001xtl.4	1167	1018	0	0
uc001xtm.3	10235	10086	198.706	181.702
uc021rwt.1	1803	1654	3.44972	19.2361
uc001xtq.1	13826	13677	4.55028	3.06842
uc010tvk.1	10697	10548	0	0
uc001xtw.3	11443	11294	5481	4475.89
uc001xue.5	9528	9379	238.5	234.531
uc031qpl.1	9528	9379	238.5	234.531
uc031qpm.1	9528	9379	238.5	234.531
uc031qpn.1	9528	9379	238.5	234.531
uc001xuh.2	8913	8764	2.01115	2.11646
uc021rwv.1	8913	8764	2.01115	2.11646
uc021rww.1	279	130	0	0
uc010tvo.1	125879	125730	0.272617	0.0199978
uc001xui.3	133872	133723	97.9517	6.75575
uc001xuj.3	133872	133723	97.9517	6.75575
uc001xuk.1	65552	65403	17.5535	2.47534
uc001xul.3	10723	10574	273.272	238.354
uc001xum.2	1697918	1.69777e+06	10.8045	0.058694
uc001xun.4	1464560	1.46441e+06	0	0
uc010asv.1	373368	373219	0	0
uc021rwz.1	84	84	0	0
uc001xup.3	588952	588803	85.4866	1.33905
uc001xuq.3	588952	588803	85.4866	1.33905
uc001xur.5	588952	588803	85.4866	1.33905
uc010asw.4	588952	588803	85.4866	1.33905
uc001xuw.1	244049	243900	7.83489	0.296271
uc001xvb.1	152960	152811	0	0
uc001xvc.3	153426	153277	0	0
uc010tvs.2	153426	153277	0	0
uc001xvd.1	190778	190629	1.00005	0.048384
uc001xvj.3	1239	1090	4	33.8455
uc021rxc.1	74	74	0	0
uc021rxd.1	83	83	0	0
uc021rxe.1	324	175	0	0
uc031qpp.1	26196	26047	0	0
uc031qpq.1	26160	26011	0	0
uc001xvr.3	97783	97634	0	0
uc010atd.3	97699	97550	0	0
uc021rxf.1	1983	1834	0	0
uc001xvs.3	16978	16829	0	0
uc001xvv.3	9688	9539	0	0
uc021rxh.1	1014	865	0	0
uc001xvw.3	62795	62646	4.0047	0.589582
uc001xwj.3	35	35	0	0
uc021ryc.1	59	59	0	0
uc001xwk.3	56	56	0	0
uc001xwl.3	55	55	0	0
uc021ryd.1	30	30	0	0
uc031qpz.1	31	31	0	0
uc031qqa.1	29	29	0	0
uc021rye.1	33	33	0	0
uc001xwq.3	53063	52914	4.23166	0.737577
uc001xwr.3	53063	52914	4.23166	0.737577
uc001xws.3	27802	27653	0	0
uc001xwt.3	22535	22386	0	0
uc001xwu.3	9108	8959	9.56706	9.84887
uc001xww.3	50601	50452	173.129	31.6489
uc001xwx.3	50601	50452	173.129	31.6489
uc010twd.2	50601	50452	173.129	31.6489
uc010twe.2	50601	50452	173.129	31.6489
uc010twf.2	50601	50452	173.129	31.6489
uc001xwy.3	50163	50014	0	0
uc010twg.2	40932	40783	0	0
uc001xxa.3	37670	37521	0	0
uc001xxb.3	19124	18975	321.216	156.129
uc001xxc.3	19124	18975	321.216	156.129
uc010atg.1	28904	28755	0	0
uc001xxi.3	53418	53269	67.1429	11.625
uc001xxj.3	53418	53269	67.1429	11.625
uc001xxk.3	53418	53269	67.1429	11.625
uc001xxl.3	53418	53269	67.1429	11.625
uc010ath.3	53418	53269	67.1429	11.625
uc010ati.3	53418	53269	67.1429	11.625
uc010atj.3	53418	53269	67.1429	11.625
uc021ryh.1	73	73	0	0
uc001xxq.3	2440	2291	21.5023	86.5622
uc001xxr.3	1261	1112	0	0
uc021ryi.1	290	141	0	0
uc010atm.3	89826	89677	0.00983	0.00101097
uc001xxy.3	88863	88714	256.748	26.692
uc001xxz.3	88863	88714	256.748	26.692
uc001xya.3	88863	88714	256.748	26.692
uc010atn.3	88863	88714	256.748	26.692
uc001xyb.3	88200	88051	4.71866e-05	4.94256e-06
uc001xyd.1	48481	48332	0	0
uc001xye.1	124088	123939	1	0.0744149
uc001xyf.3	16073	15924	6.12226	3.54591
uc001xyg.3	16073	15924	6.12226	3.54591
uc001xyh.3	13472	13323	415.135	287.379
uc001xyl.2	11293	11144	2306.5	1908.89
uc010atq.2	11293	11144	2306.5	1908.89
uc001xym.2	10011	9862	0	0
uc021ryj.1	3676	3527	0	0
uc001xyq.3	6249	6100	0	0
uc001xyr.1	2042	1893	0	0
uc010atu.3	53709	53560	0	0
uc010atv.2	75158	75009	0	0
uc001xyy.2	82462	82313	0	0
uc001xyv.2	111347	111198	37.341	3.09711
uc001xyw.2	111347	111198	37.341	3.09711
uc001xyx.2	111347	111198	37.341	3.09711
uc001xyz.2	111347	111198	37.341	3.09711
uc001xza.2	111347	111198	37.341	3.09711
uc001xzb.2	111347	111198	37.341	3.09711
uc001xzc.2	111347	111198	37.341	3.09711
uc010twj.1	55567	55418	0	0
uc001xze.2	110725	110576	4.81838e-08	4.01891e-09
uc010atw.3	127	127	0	0
uc021ryn.1	26	26	0	0
uc001yah.2	42246	42097	1959	429.191
uc001yai.3	178901	178752	0	0
uc010twm.2	178289	178140	0	0
uc001yak.3	177674	177525	0	0
uc010auj.3	62147	61998	0	0
uc010twn.2	58117	57968	0	0
uc001yan.3	48716	48567	0	0
uc001yap.3	175210	175061	0	0
uc010auk.3	175210	175061	0	0
uc001yaq.3	112756	112607	0	0
uc001yar.1	9841	9692	0	0
uc001yas.1	33985	33836	0	0
uc001yaz.1	45655	45506	472.446	95.7527
uc001yba.1	6838	6689	4.55447	6.27978
uc001ybb.1	2083	1934	0	0
uc001ybc.4	12194	12045	2.5	1.91426
uc001ybd.4	12194	12045	2.5	1.91426
uc001ybi.3	4682	4533	0	0
uc001ybk.4	2136	1987	122.189	567.156
uc010auo.3	2057	1908	0	0
uc021sax.1	396	247	86.8109	3241.49
uc001ybm.4	22161	22012	330.858	138.628
uc001ybn.4	22161	22012	330.858	138.628
uc010auq.3	19400	19251	460.285	220.516
uc001ybs.1	374125	373976	27.0093	0.666098
uc001ybt.1	1164	1015	0	0
uc001ybu.1	63274	63125	0	0
uc001ybv.1	229786	229637	0	0
uc001ybz.2	10715	10566	0	0
uc021say.1	10715	10566	0	0
uc021saz.1	2267	2118	0	0
uc010aus.2	2266	2117	0	0
uc001yca.2	2224	2075	0	0
uc031qqc.1	879	730	0	0
uc001ycf.3	10283	10134	0	0
uc001ycg.1	11568	11419	0	0
uc010twp.2	14400	14251	0	0
uc001ych.4	13034	12885	0	0
uc001yci.3	22553	22404	92	37.873
uc001yck.3	21422	21273	256.5	111.206
uc001ycl.3	21422	21273	256.5	111.206
uc001ycm.1	4148	3999	0	0
uc001ycn.1	5201	5052	0	0
uc021sba.1	5955	5806	19	30.1817
uc001ycr.3	53534	53385	0	0
uc001ycs.1	105424	105275	0	0
uc010avd.3	8465	8316	0	0
uc001ydk.3	8461	8312	0	0
uc001ydl.3	8402	8253	0	0
uc010ave.3	9399	9250	0	0
uc001ydm.3	11752	11603	0	0
uc001ydn.1	6497	6348	0	0
uc001ydo.4	31996	31847	0	0
uc010avf.1	2788	2639	0	0
uc001ydp.3	11757	11608	0	0
uc001ydr.3	11757	11608	0	0
uc021sbb.2	11757	11608	0	0
uc001yds.3	11663	11514	0	0
uc010avg.3	11663	11514	0	0
uc001ydt.3	6270	6121	0	0
uc010twt.1	22246	22097	37.7096	15.7393
uc001yee.1	2451	2302	4.07152	16.3124
uc001yem.1	9733	9584	571	549.487
uc001yen.1	5077	4928	0	0
uc001yep.1	21063	20914	25.4757	11.2346
uc021sbf.1	20670	20521	0	0
uc021sbg.1	22275	22126	0	0
uc021sbh.1	8592	8443	0	0
uc001yet.1	10197	10048	0	0
uc001yeu.2	16577	16428	1.7411	0.977478
uc001yev.2	16577	16428	1.7411	0.977478
uc001yew.3	29388	29239	0	0
uc001yex.3	29388	29239	0	0
uc010avj.3	29388	29239	0	0
uc021sbi.1	29388	29239	0	0
uc001yfa.3	6212	6063	0	0
uc001yez.3	6227	6078	0	0
uc001yfd.1	41297	41148	0	0
uc001yfe.3	48800	48651	0	0
uc001yff.4	54566	54417	2	0.338971
uc010avl.2	39369	39220	1151.55	270.797
uc001yfg.2	39532	39383	23.1498	5.42133
uc010avm.1	39532	39383	23.1498	5.42133
uc010twu.1	39532	39383	23.1498	5.42133
uc001yfh.3	8554	8405	6.73118	7.3862
uc021sbj.1	1062	913	1.26882	12.8173
uc001yfj.5	23839	23690	79.8356	31.0813
uc031qqe.1	23839	23690	79.8356	31.0813
uc031qqf.1	23839	23690	79.8356	31.0813
uc001yfl.4	22555	22406	17.4933	7.20071
uc001yfm.1	7181	7032	0	0
uc001yfn.3	97317	97168	4.0372	0.383199
uc001yfo.3	33223	33074	0	0
uc001yfp.3	33223	33074	0	0
uc001yfq.3	64741	64592	479.25	68.4307
uc001yfr.3	64741	64592	479.25	68.4307
uc010avp.3	64741	64592	479.25	68.4307
uc010twv.2	64741	64592	479.25	68.4307
uc001yfs.3	3010	2861	0	0
uc001yft.3	84268	84119	308	33.7695
uc001yfu.3	5290	5141	0	0
uc031qqg.1	3892	3743	0	0
uc001yfz.2	6154	6005	0	0
uc021sbm.1	91	91	0	0
uc001ygi.4	30114	29965	1678.67	516.678
uc021sbo.1	102	102	0	0
uc001ygl.1	24132	23983	0	0
uc010avs.3	31532	31383	0	0
uc031qqk.1	23	23	0	0
uc001ygn.1	29020	28871	0	0
uc001ygo.3	42884	42735	0	0
uc031qql.1	42598	42449	0	0
uc001ygp.3	21305	21156	0	0
uc010avt.1	171748	171599	0	0
uc010tww.2	168460	168311	0	0
uc001ygq.3	118177	118028	0	0
uc001ygr.3	148651	148502	2	0.124213
uc001ygs.3	148651	148502	2	0.124213
uc001ygt.3	172423	172274	29.5475	1.58186
uc001ygv.2	120736	120587	38.9759	2.98101
uc001ygu.3	78823	78674	1220.48	143.076
uc021sbp.1	99	99	0	0
uc001ygw.1	2317	2168	346.996	1476.16
uc001ygy.2	40270	40121	1994.75	458.548
uc001ygz.2	2376	2227	1613	6680.08
uc010twy.1	98	98	0	0
uc001yhc.3	7037	6888	1	1.33898
uc001yhd.3	7037	6888	1	1.33898
uc010avx.3	153886	153737	45.2619	2.71533
uc021sbq.1	5313	5164	26.7655	47.8031
uc001yhn.3	153808	153659	3.14912e-07	1.89016e-08
uc010avy.3	149394	149245	282.973	17.4869
uc001yho.3	148304	148155	0	0
uc021sbr.1	244	95	0	0
uc001yhr.1	15477	15328	0	0
uc001yhu.4	8263	8114	0	0
uc001yhs.4	8266	8117	0	0
uc021sbs.1	330	181	0	0
uc021sbt.1	84	84	0	0
uc021sbu.1	204	55	0	0
uc021sbw.2	28198	28049	0	0
uc001yhw.3	34916	34767	0	0
uc001yhy.3	34916	34767	0	0
